index,count,hate_speech,offensive_language,neither,class,tweet
6086,3,1,0,2,2,@caylinwillis Fuck Yankees
6087,3,1,2,0,1,@cb_marie kama unavyopaswa kuwa huyo ni bunda wa punda wa clutch sisi huko huko kwa kuibuka & # 128553; & # 128553; & # 128553;
6088,3,3,0,0,0,@cb_marie bitch yessssssss & # 128586; & # 128551; omg I jus saw one of em jana I'm in disfelief nilipita by oh oh that court bro sasa nimepotea
6089,3,0,2,1,1,"@cbfollowheidi wasichana weusi wanachekesha sana, kwanini huwezi kuongea kusoma na kuandika? Ni ya kusikitisha, kupanda dick kufa ngumu shabiki rofl, unanichukiza, unarudisha nyuma."
6090,3,0,0,3,2,@cbfollowheidi bye jembe mbaya tafadhali fanya kitu juu ya weave hiyo mbaya ya farasi.
6091,3,1,0,2,2,@ ccass357 @Liveitupjersey Nzito kabisa katika CT! Rundo la vigelegele vya kunung'unika!
6092,3,0,0,3,2,@cdnrod Nao wanasababishwa na polisi walionyesha kwa nguvu. Hao ndio kitu pekee kilichowazuia kugeuzwa njia2 kuua barabara # I70Shutdkumiliki
6093,3,0,3,0,1,@cgoodwoman @stevenadamswv Crystal labda ni mtu tu ulimwenguni anayevutiwa na mlima wangu maskini mweusi: Jamaica :: maskini nyeupe hillbilly: WV wazo
6094,3,0,0,3,2,@ chandraingram95 inasikika kama unapiga kofi
6095,3,1,0,2,2,@ chanel_2Playa @ TODDIE_soPLAYER nigga unajivunia 80% nilikuwa kwenye huyo bitch 99.99% the .01% imetoka kwangu kwenda kupalilia magugu nje ya gari
6096,3,1,2,0,1,@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #bitch
6097,3,0,1,2,2,@chanelisabeth naendesha upungufu wa sheria kinyume cha sheria
6098,3,0,3,0,1,"@chanelisabeth ninamdanganya dada yangu, jembe"
6099,3,0,1,2,2,@chanelisabeth cuz ur ndege wa ndege
6100,3,0,3,0,1,@chanelisabeth kutomba yo bitch punda basi
6101,3,0,1,2,2,@chanelisabeth hiyo muziki wa nigger
6103,3,1,2,0,1,"@chanelisabeth vizuri wewe ni mtoto wa darasa la kwanza. Kwa hivyo endelea na maisha yako ya kitoto, bitch"
6104,3,0,3,0,1,@charlieecai sawa !!!!! Kijinga mjinga
6105,6,0,6,0,1,@charlierose @jdickerson mbaguzi @NorahODonnell takataka ya Texas GWBush ilifika WH numb kukumbuka yeye na Republican waliiba uchaguzi
6106,3,0,3,0,1,@charlierose @jdickerson mbaguzi @ NorahODonnell Tx takataka hakuna kulinganisha betwn Pres Obama n GWBush rt kura ya maoni itaonyesha Anaungwa mkono 100%
6107,3,0,0,3,2,@charliesheen Charlie TAFADHALI ACHA. kutoka 1 ole fart 2 mwingine ...
6108,3,0,3,0,1,"@charliesheen Charlie, im mwanamke mzee. usiseme KILA MAMBO MACHOZI KUHUSU WATOTO WA UR URI MAMA .. NAIPATA !!!, JUS DONT! MGUMO MKUBWA"
6109,3,2,0,1,0,@charloosss @keepitplur @nicoleariel_ nitapiga kideu changu refu. lakini msichana wa nyumbani hatakubali lol
6110,3,1,0,2,2,@charmarie jembe unafanya vizuri pia!
6112,3,0,1,2,2,@chase_wickett @LangKeaton bitch im waitin juu ya kuku zangu za kuku
6113,3,0,3,0,1,@cheetahxcheeks lol takataka ningezihifadhi ikiwa alikuwa mzuri
6114,3,0,3,0,1,@chelsiielynn & # 128514; & # 128514; & # 128514; ulijaribu kuning'ata mdomo wangu wa chini kama ni kitumbua
6115,3,0,3,0,1,@chemicalkidss kitanda hiki kinaonekana kama takataka nyeupe nyeupe ya kukimbilia Trailer park malkia angalia mtu kubeba nguruwe. http://t.co/fqyXLJYIET
6116,6,0,6,0,1,@chesteredits @nacbiller sio mbaya kama mtu wa zamani wa PsyQo anayependa Wahusika
6117,6,0,6,0,1,@chloeforsale wigg nakupenda jambazi & # 128536;
6118,3,0,3,0,1,"@ chris2x @NevadaPR Ngamia, mbuni na pundamilia! Tutaonana kwenye mbio! Mbio za #Kamera za ngamia"
6119,3,1,2,0,1,@ chris_hardardt7 pussy?
6120,3,0,3,0,1,@chrisbickert naitaka! Nampenda gooks zake! yeye ni wa kushangaza ulipata wapi?
6121,3,0,3,0,1,"@chrisbrown @cmpunk Ikiwa kwa ""kufurahisha"" unamaanisha ""Inakufanya kulia kama kitoto,"" basi ndio, ningekubali."
6122,3,1,2,0,1,@ chriscurtis410 Ninakubali kuumwa mafuta wasichana pekee waliobaki sio kupata kupita
6123,3,0,3,0,1,@ chriscurtis410 watakuwa tryna b kwa chini lakini siku moja vibwabu hivi vitatambua baadhi ya niggas huzungumza zaidi kisha wao & # 128514;
6124,3,0,3,0,1,Jamaa wa @ chrisrmz95 alikuwa nigga wa kitoto na akaanza kukimbia
6125,3,0,3,0,1,@christianvansly haha ??nimeshtuka barca kupata kadi za manjano zaidi wakati huu
6126,3,0,1,2,2,@chucktodd @meetthepress alikuwa akitembea & amp; 3 ndege wadogo hupiga karibu na mlango wake. Kuimba nyimbo tamu za melodi safi & amp; kweli. Kusema ...
6127,3,0,1,2,2,"@chvrlesGoldie kama Hov alisema ""sisi sote ghetto b"" lol"
6128,3,0,3,0,1,@ cj_menaa1 & # 128553; & # 128553; & # 128514; & # 128514; nigga akifanya duggy kwenye majembe ya demu waliokufa lol
6129,3,0,1,2,2,@claire_ming pata jembe la machungwa
6130,3,0,0,3,2,@clangloisss hmu negro
6131,3,0,3,0,1,"@claraoswined cute, lakini nampenda kanzu ya mvua ya manjano zaidi, tofauti na hiyo & nywele zake zinaonekana kupendeza sana! : P nampenda uso wake katika ikoni yako!"
6132,3,0,3,0,1,@classy_girls bruh u such a pussy ongea tu
6133,3,0,3,0,1,@cleggzta Ho ho ho.
6134,3,0,3,0,1,@ clfrew27 kitoto
6135,3,2,1,0,0,@ clfrew27 mgonjwa anapiga kofi
6136,6,0,1,5,2,"@ clinchmtn316 @sixonesixband AMERICA leo, sheria ya kidole gumba ni: wakati wa shaka, lawama ""nyeupe"""
6137,3,2,0,1,0,@ cluis838 wao ni peeps ambao hucheka
6138,3,0,3,0,1,@cnnbrk wacha nadhani wana keki ya manjano pia? Ujinga sawa rais tofauti
6139,3,0,3,0,1,@coL_ACHES Kwa nini unasota kila kitu?
6140,3,0,3,0,1,@cody_laws @ me bitch. Lini na wapi?
6141,3,0,3,0,1,@coffincreepxx ulilazimika kutupa neno fagot smh smh smh
6142,3,0,3,0,1,@colinkane ur chombo cha kuchapisha vid ya dude pacing! Hasa wakati ulikuwa pussy sana kwa filamu uso wake !!!
6143,3,0,3,0,1,@collegefession wewe ni kitoto !!!!
6144,3,0,3,0,1,"@collinaudre - tazama, ndio sababu punda kamwe hauitaji kwenda nje. jaribu kwenda ape shit. & # 128514;"
6145,3,0,3,0,1,@ contrarian11 @YouTube ndio. wimbo mzuri. nikitazama tu tamasha la MSG la gig ya Uwanja wa Yankee wa 1990.
6146,3,0,0,3,2,"@coolieDAGGERA @CapoToHeaven kwanini unataka kuwa fagot, jamani? Hiyo ni fagot kama"
6147,3,0,0,3,2,@coolstorysam @MorgannnDee nilidhani ulikuwa na kasoro ya kuzaliwa ambayo ilifanya nips yako iwe na umbo la moyo lmao.
6148,3,0,2,1,1,@cooney_mane @nflcommish sio sawa lakini ni kanuni. Nfl ina sera ya mgomo ya dawa za kulevya na josh Gordon amepunguzwa
6149,3,0,3,0,1,@corey_emanuel bet ... Punda wangu wa takataka ni ndogo tu
6150,3,1,0,2,2,@corey_emanuel dau .... Kulipa ni mtoto
6151,3,0,3,0,1,@corrinybug YASSS bitch YASSS! Nashangaa ikiwa senti imepita & # 128514;
6152,3,0,0,3,2,@ coryw182 nimechoka bitch & # 128532;
6153,3,1,2,0,1,@ coughlan616 Wewe ni mtu wa kibaguzi dhidi ya wazungu wanaopindukia. Anti-Racist ni kanuni ya kupingana na wazungu.
6154,3,0,3,0,1,"Mpinga-zionist ni kificho cha antisemite. """
6155,3,0,3,0,1,@covrtneyyy hiyo ilikuwa ya vibanzi vingine lol wewe mzuri wa wassup GIMMI YO NUMBA & # 128299; IMMA ASILI PIA LMFAOO
6156,3,1,2,0,1,@craigcalcaterra Hes nyuma ya sahani kwa mchezo usiku wa leo hapa AZ. Ninatafuta kununua shati nyekundu na ya manjano ya Balkamania naweza kurarua hapo.
6157,3,0,3,0,1,@ crazy_mike97 Shikilia wewe mjinga mchanga
6158,3,3,0,0,0,@creepgoddess @iPostDickPrints kuzimu hapana! Ukurasa wa kuchapisha pussy uko wapi?
6159,3,0,3,0,1,@creepgoddess oh? Bado anaongea na viunga vingine nilivyobeti. Hakuna wa biz tho yangu
6160,3,2,1,0,0,@creoleblood @HighClassCapri @verkannt__ kama vile unachotaka kutaka (sauti ya dmx) & # 128553; & # 128553; & # 128553;
6161,3,0,3,0,1,@cristiannt_ bitch mimi nyuma shit up kutomba nigga
6162,3,0,3,0,1,@cristiannt_ bitch sitaweza kufunga shit up jisikie huru join wao
6163,6,0,6,0,1,@cristiannt_ nigga umempiga punda ambaye hatujawahi hata kupigana kwa hivyo unahitaji kuacha kutengeneza shit na kuleta punda nao
6164,3,0,0,3,2,"@cristiannt_ wow nilikuwa kama watu 12 au 13 wanapigania watu katika shule ya upili, halafu bitch unafuata nigga yangu"
6165,3,1,2,0,1,@crocodile_Craig bitch wewe huja shuleni
6166,3,0,3,0,1,@crushwb sup my nigga .. cracker .. home boy .. what ya know that .. blah ... sahau .. hey to ya.
6167,3,0,3,0,1,@cryancarfield haujawahi kusikia hadithi ya ndege na nyuki
6168,3,0,3,0,1,@crystalkethry & # 128680; & # 128680; & # 128680; & # 128680; mtoto mbaya anaogopa tahadhari
6169,3,0,3,0,1,@ctrembz hakikisha kuifuata na uso mzuri wa kitako
6170,3,0,3,0,1,Wasichana wa @cubvn_ ambao wanataka kushikilia majembe yao na kutenda kama hawawezi kuonyesha wapenzi wao
6171,3,0,3,0,1,"@cullenbunn Labda Baylee Ann, Tater Pud, Muuguzi Fester, Charlie Chainsaws, & amp; Mama Rot inapaswa kuwa timu yao wenyewe ?! Wakati mwingine katika PunisherMAX!: - D"
6172,3,0,3,0,1,@cumkwats asante kupasuliwa pee
6173,3,0,3,0,1,@cup_ah_noodles ya pussy twende wheelin
6174,3,0,3,0,1,@cuteasstab niggah hii shit serious aint hakuna anayecheka
6175,3,0,3,0,1,"@cuunthiaaa @Fvnxy yeye ndiye ""mtumbue haki yake ndani ya mkuta"""
6176,3,2,1,0,0,"@cxslug sikuwahi kufanya michezo hiyo, lakini nilikuwa nikichukizwa na ndege wenye hasira. Ndio sababu ilinichukua muda mrefu kufanya CCS. Niliogopa. Lol"
6177,3,2,1,0,0,@ d6_9b idk ... Ni takataka ingawa!
6178,3,0,3,0,1,@dabbba @ Pinchehonkey Mbali naweza kusema nyimbo za koni kwenye dirisha la mlango wa teksi - trekta ilikuwa imeegeshwa na miti kadhaa mbali na nyumbani
6179,3,0,3,0,1,@dablueprint fuck hakuna yeye asiruhusu mtu yeyote kugonga pussy hiyo ama najua ni thabiti
6180,3,3,0,0,0,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Kwa kuzingatia mshikamano wa paa hiyo ningesema zaidi kama Pizza Shanty
6181,3,2,1,0,0,"@daijahshardaee yess kupunguzwa kwa bitch, rangi, na curls ha self."
6182,6,1,2,3,2,@daishialopez unawezaje kusema kitu kama hicho mwanamke ?! Una meza mbili za kifua zinazofanya kazi kushikilia siagi yako ya karanga na watapeli!
6183,3,2,1,0,0,@daisymcgarr Goti langu haliniruhusu kuzurura sana kwa hivyo mimi hufanya safari chache na kuwatazama wasichana wanene - ponografia ya redneck - Wal-Mart
6184,3,2,1,0,0,@ dalmesquita13 wewe bitch!
6185,3,0,0,3,2,@damnit_mannn @RoJustDGAF sio juu ya twitter shit. Pamoja na wewe ni mwanamke. Unamuacha mjinga mjinga mjinga mjinga kuzungumza kwa watu 13k
6186,3,0,2,1,1,"@ dan1ellep Nao wamepunguzwa kama kutomba kwa ujumla na matusi yao & # 8221;. Natumahi wataanguka na AW, lakini eneo la CSGO linakua hivyo IDK."
6187,3,1,2,0,1,@ dan1ellep yeye anarudi nyuma sasa hivi smh
6188,3,3,0,0,0,@dani_crocker Pia hakukuwa na haja ya yeye kuwa mjanja na kutenda kama yeye ni kitu maalum. Haikukubaliwa.
6189,3,0,3,0,1,@daniellesayswha jembe
6190,3,2,1,0,0,@danifreshh shule ya ajabu ya ghetto ya ndani haha
6191,3,0,3,0,1,@danikawillow usiwe mkundu. Pia kuna bia NA PIZZA BURE HAPA. NAAPA
6192,3,1,2,0,1,@dannycatsteve kwa sababu ni kuchelewesha kuchelewa?
6193,3,0,3,0,1,@ danram70 @Buflo_dolla .... so ur a fag?
6194,3,0,3,0,1,@ danram70 pussy. Ni sayansi. Donaire kupitia kosa la herufi ya Rachel
6195,3,0,0,3,2,@ dantoomey2 nimesahau mtu niglet
6197,6,0,6,0,1,@ dantoomey2 kutomba wewe fagot
6198,3,0,3,0,1,"@ dantoomey2 wewe mafuta ya kutomba ya Ireland, natumai kwa kweli utasonga hadi kufa kwenye dimbwi la Jameson yako mwenyewe"
6199,3,0,3,0,1,@danusaur @GoldenArmada_ hatupendi majembe haya
6200,3,1,2,0,1,@dappermuke mimi hushikilia familia yangu. usidharau mkoba nigguh yangu. na hofu ily2 http://t.co/tuQ0uAd8bK
6201,3,0,0,3,2,@darealwalt_jr yeye anaona jig
6202,3,0,3,0,1,@darrenburton_ na toa takataka nje na utenganishe zinazoweza kutumika tena
6203,3,0,3,0,1,@darthdanaa Ndio unachelewesha.
6204,3,2,1,0,0,"@datachick Binadamu anahitaji kupita hii yote ""punguza mwendo na uangalie eneo la ajali"" mawazo ya nyani tuliyo nayo: - /"
6207,3,0,3,0,1,"@datexehmm Kubanwa vibaya sana kukutisha, kwa maneno mengine?"
6208,3,0,0,3,2,@davegetnmoney doin da pussy ya simu yangu sasa lol
6209,3,0,0,3,2,@daveyy_jayy lmao alama ndiye mtu pekee aliyebaki hapo karibu kupata pussy
6210,3,0,3,0,1,@ davidam_23 ndio unaweza kuondoka na ukungu
6211,3,1,0,2,2,"@ davidly62793584 hahahaha, aw nut ... Tunapaswa kujaribu kumkamata yule mjomba"
6212,3,0,1,2,2,@ davidly62793584 ni ngapi ngono wa fuckin walipata hata? Haipaswi kuruhusiwa kwenye mkoba wangu wakati wa ushawishi haha
6213,3,2,1,0,0,"@ davidlyon1690 @_shannonmacleod anataka pussy, nd dini inamaanisha paka"
6214,3,0,3,0,1,@daydaaaaaa paka pussy hay & # 128539; & # 128541; & # 128075; & # 128075;
6215,3,0,3,0,1,@ dbro800 pussy huwezi kupigana & # 128564;
6216,3,0,3,0,1,@ dchestnut26 usinitingishe kichwa. Ninapenda tu majadiliano ya takataka.
6217,3,0,0,3,2,@deIukesionaNipenda zaidi emily ni twat kidogo
6218,3,0,0,3,2,@ deadgrl_666 anaweza tu kupiga simu kwenye ukumbi kuhusu hilo na watakata tiketi zilizopotea na kuchapisha mpya mpya ni mjinga bubu
6219,3,0,3,0,1,@deadlygilinsky rafiki wa madawa ya kulevya pussy pesa kidogo magugu
6220,3,0,3,0,1,@delaney_guinan fagot ambayo inahitaji kukua
6221,3,0,0,3,2,@delaney_guinan hukua mkundu
6222,3,0,0,3,2,@delaney_guinan ol rachet punda
6223,6,0,5,1,1,@delaney_guinan umenifanyia kazi nzuri na sio kutuma meseji nyuma fagot
6224,6,0,6,0,1,@delaylay_messy mimi rap hiyo na sehemu yake ya Tatizo 24/7 sababu mimi ni mtoto mbaya
6225,6,0,6,0,1,@demimariemorin well im sure im not retarded #imustbestupid :(
6226,3,1,0,2,2,@ denise_nigga69 kweli dat nig
6227,3,0,3,0,1,@ deno_5 @ kaitlyninst0ne unasoma wewe coon
6228,3,0,3,0,1,"@densonkeith wengi wa watu hawa ni wafuasi wa wafuasi wa ukweli, lakini wao wenyewe bado ni wababaishaji ... mtazamo wao, akili & amp; yote."
6229,3,2,1,0,0,@denytheprophecy kwa sababu wewe ni mtoto dhaifu. Sikiliza mkono Mkatili kwa sababu mwimbaji alianguka kifudifudi jana usiku.
6230,3,0,3,0,1,@denytheprophecy shit hivyo Joel alienda na kumuapia mtoto na mtoto huyo alikuwa snitch fucking nigga pussy na kumpiga juu & amp; kumpata -
6231,3,0,3,0,1,@denytheprophecy asante kwa kupuuza maandishi yangu fag
6232,3,2,0,1,0,@denytheprophecy hiyo ni joka unayozuia
6233,3,0,3,0,1,@denytheprophecy wakati unagundua wewe ni takataka
6234,3,0,3,0,1,@dequaan_ @Khid_Zay & # 128514; & # 128514; fucc shit ya ziada ninaona kwamba jembe hili WIKIENDI hii
6235,3,0,0,3,2,"@derek_gatewood Nilipata kenwood amp lakini labda ni ghetto, sawa?"
6236,3,0,0,3,2,@derek_gatewood sio geto wewe mpumbavu.
6238,3,0,3,0,1,@derek_gatewood una sanduku la zana wewe jembe
6239,3,0,3,0,1,"@desamador lazima uwe kama mimi n mapacha, bonyeza tu yote mbele ya kila mtu"
6240,3,0,3,0,1,@ dexfrost23 unaweza kuwa kibaya mbaya pia dex ni sawa
6241,3,0,3,0,1,@ dfa73 @hellyeahcalum @InStyle David anamzuia huyo mtoto
6242,4,1,3,0,1,@dgardner @YoniFreedhoff Sauti kama hisia juu ya homa ya ndege miaka michache nyuma. Ilikuwa na kiwango cha chini cha vifo kuliko homa ya kawaida.
6243,3,0,3,0,1,@dickburritoz
6244,3,0,3,0,1,"kila kenge wanadai """
6245,3,0,0,3,2,@ dina51814 @FlyoutChase bitch nini? Situmii unachosema lakini usinipige uongo juu yangu wewe mjamaa mwenye nywele
6246,3,0,0,3,2,@dinneny ametoka kwa ndege yake aliyejaribu kujaribu kusema YoBurger ni bora kuliko wavulana 5
6247,3,0,3,0,1,"@discordianslip Sawa, nyani wa mafuta wa amateur, nionyeshe jinsi imefanywa."
6248,3,0,0,3,2,"Subiri, hiyo inaonekana kuwa ya kibaguzi .. """
6249,3,0,3,0,1,@discordianslip Natumai kichwa changu kisichofurahi hakifurahishi sana.
6250,3,0,3,0,1,@discordianslip Ukisema neno moja la kudharau kuhusu Charlie Brown xmas maalum nitapiga matairi kwenye gari lako.
6251,3,0,0,3,2,@dish
6252,3,0,1,2,2,"Je! Nilikuwa nikishangaa tu ikiwa utatazama kuongeza vituo vya runinga vyenye rangi bila kupendeza """
6253,3,2,1,0,0,@ majibu ya sahani
6254,3,0,3,0,1,"Sawa. Nadhani hauna rangi kwa hivyo hawajui njia za da? """
6255,3,0,3,0,1,"Wewe una gots da BET na da MSNBC wit dat reverend wa rangi ambao husikiliza tu rangi. Ni nini kingine nilichokosa? """
6256,3,0,2,1,1,@djceeloss awwww usiwe pussy mgonjwa show u alikuwa mzuri na hiyo turbo lol
6257,3,0,3,0,1,@djceeloss anashughulikia lol hiyo shit tu 315 hp sasa bitch yako ni fimbo soo najua ilikuwa nzuri nao kuhama mara mbili aha
6258,3,2,1,0,0,@djfeds bitch kukutana nami tu hapa lol
6259,3,0,3,0,1,"@djfeds hakuweza kuifanya nigga ilikuwa kwa E.R yangu mbaya basi chaja yangu kwa simu yangu iliraruka ili niweze kutuma ujumbe, niko kwenye iPod yangu yote"
6260,3,0,3,0,1,@djfeds lmao ndio bitch ambayo lil shit iliraruka.!
6261,3,0,3,0,1,@djfeds hunyonya dick tacos el negro bora
6263,3,1,2,0,1,@djfeds yeah bitch alifanya ladha nzuri fucker -.- t
6264,3,1,2,0,1,@ dliming35 kutomba wewe kitoto
6265,3,0,3,0,1,@ dmeis72 snag kwamba ho !!!
6266,3,0,3,0,1,@ dminion25 imefunikwa kuwa walikuwa nguruwe zangu za Guinea lakini nilikuwa nikijaribu tu ladha badala yake nilipata matokeo ya kufurahisha zaidi.
6267,3,3,0,0,0,@doctorhawrse SLUT BUCKETS. hasa Dan. Yeye ni jembe.
6268,4,0,3,1,1,"@dolphrudager Hapana, hajawahi kuchukua vitu halisi vya majirani. Wifi tu. Maelezo ya Acct kwenye makopo yao saa 3 asubuhi. Rahisi sana."
6269,3,3,0,0,0,"@dolphrudager Yankee moja tu ya sasa inauza! BoSox moja tu ya sasa inauza! Mchezaji MMOJA tu katika kila timu ya LA anauza! Timu nyingi zina 0, ndio."
6270,3,0,3,0,1,"@dolphrudager Huna watoto wowote ?! Wewe ni nini, mmoja wao malkia !?"
6271,3,0,3,0,1,@dom_framp kile nilidhani bitch
6272,4,0,3,1,1,@dominiloka bitch si kuanguka chini au hakuna. bet anaweza kuchukua licks zaidi kuliko wewe. Hapana?
6273,3,0,3,0,1,@dominiloka hiyo jembe itajitokeza bila kualikwa siku moja punda wako hatatoka nje
6274,3,0,2,1,1,"@ don07052 karibu mwendawazimu nigguh kukamata idadi ya chakula cha mchana, karibu moja"
6276,3,0,0,3,2,@ don07052 alikuwa na dachesches rockin kwenye kilabu ya da kijana wangu Connor
6277,3,2,1,0,0,@ don07052 hiyo nigguh inanyonya
6278,3,0,0,3,2,@don baruaha pussy
6279,3,2,1,0,0,@ dpalmyx3 @_wordwordthewise acha retweeting heather im nimechoka kumuona huyo bitch kwenye tl yangu
6280,3,1,2,0,1,@ dpalmyx3 @michelleb_xo nyinyi wawili nyinyi mnaenda kulala
6281,3,2,1,0,0,"@ drboycewatkins1 Pesa na nyani kama unanichukiza, wewe mpiga shoo unaonyesha mweusi. Kulia juu ya shit kila wakati wewe ni aibu kila mahali"
6282,3,0,3,0,1,"@dre_snipes @TheReal__Hop lmao, visasi hivyo vilikuwa ukweli"
6283,4,0,1,3,2,@dreadywhiteboy @JwanUrebay basi mtoto huyo alimuuza kumrudishia amepikwa kwenye brownie
6284,3,1,2,0,1,@ alichora4130 @ mailgal2000
6285,6,0,6,0,1,"Je! Utaajiri watu wa rangi? Fanya kazi nusu siku tu na tupa barua kwenye maji taka ikiwa hatujamaliza """
6286,6,2,4,0,1,"@ dropdeadfred11 pesa zinaweza kukupatia magugu mazuri, lakini sio bora kila wakati ya pussy. Samahani rafiki yangu (: nadhani"
6287,3,0,3,0,1,@drrrruuuu @TheChrisCates pussy
6288,3,0,3,0,1,@drunksixthgrade @tbhstop wewe ni mjinga.
6289,3,0,3,0,1,@ dtholcomb32 wana hv mizigo mingi juu ya nyayo zao. Wangejisikia vizuri kwenye ur Dick.
6290,3,0,3,0,1,@duhhvenuhh nakupenda pia bwege & # 128129; & # 128536;
6291,3,0,3,0,1,@ dustincarter16 bitch nilikuwa nje dea na punda wako alikuwa amelala
6292,3,1,2,0,1,@dustincmc @KevinKillsThngs ghetto = nyeusi
6293,3,0,3,0,1,@ dxum7 Jordan ni takataka
6294,3,1,2,0,1,@eGoTheIcoN kila wakati timu zinazofanya mazoezi hufanya ziara za GB ambazo hupunguka. Im si fanboying im tu kusema Sidhani unapaswa kusema wao ni takataka.
6295,3,0,3,0,1,"@eGoTheIcoN nyota hizo za ""takataka"" za SnD zingefuta timu ya SnD na timu nyingi za pro."
6296,3,0,2,1,1,"@eHarmoniee kwanza sekunde kosa la tatu ... & # 128514; & # 128514; nimekuwa nikisikia wus trash tho ... kinda wanipa usikilize, kinda dont"
6297,3,0,3,0,1,@eanahS__ msichana nimekuwa nikitaka shit nimekuwa nikikua majembe kwa miezi sita
6298,6,0,4,2,1,@eanahS__ nips
6299,3,1,2,0,1,@ ebgbz1 @RussellTpot Bitch huyu anaona kuwa sio shambulio kwa sababu Waislamu ni 1% tu (hawajui wapi hisabati)
6300,3,1,2,0,1,@ ebomb26 maharage baridi.
6301,3,0,3,0,1,@ ebomb26 maharage baridi. nimerudi tu nyumbani. tayari kuweka kitanda changu kutoka kuelea mbali. lol
6302,3,1,2,0,1,@eburnns bitch kuwa actin kama mimi ni mtu Mashuhuri
6303,6,0,6,0,1,@eburnns oh wow bitch anapiga tena #niggasuprized
6304,3,0,3,0,1,"@ edouglas528 Najua unajisikiaje, subiri, hapana mimi sijui. Wiki kamili kwangu itakuwa Yanks hatampata Lee #goSox #goPats"
6305,3,0,3,0,1,@ edouglas528 Mchezo wa haraka wa Sox Yanks ..... natumai utafika nyumbani hivi karibuni
6306,3,0,3,0,1,@ edouglas528 Samahani pambana na Yanks Earl wako .... ni nani anayependa katika WS?
6307,3,1,2,0,1,@ edouglas528 Hiyo itakuwa Yankees Earl yako .... sote tunajua wanapaswa kushinda wote 162
6308,3,0,3,0,1,"@edwards_cait ghetto, kuendesha gari nzuri, na sio lazima ulipe sana kwa kodi. Ninaendesha Lexus, na nalipa kodi kidogo. Kusema tu."
6309,3,1,2,0,1,@efethegoddess Jalala la shati & # 128546; na ninaacha chumba chako ni fujo & # 128522;
6310,3,2,0,1,0,@efethegoddess Wuw. Am not wun uv ur hoes dnt send mi pics
6311,3,0,3,0,1,@ehasselbeck @bi_politics akifundisha kwamba anajifanya mwana kwa b pussy! mtoto wake angekuwa na LACE KWENYE KAMPUNI YAKE YA TOKE!
6312,3,0,1,2,2,@el_prietito @lovexlilyy Hao majigaboo aka wavunjaji wa nyumbani wanahitaji kuzuiwa!
6313,3,0,0,3,2,"@elchavaloko @ Buckm00se ndio pole timu ya nyani inaendelea kupiga ppl, ikingojea muh pizza"
6314,3,0,3,0,1,@elchavaloko Toma ESO negros @panama
6315,3,1,2,0,1,@elchavaloko pinche panamonos negros mimi Dan asco
6316,4,1,2,1,1,@elchavaloko ni tofauti gani kati ya tatu ya nig Nog's?
6317,3,0,3,0,1,@elchavaloko anayejali tbh mwenye asili chafu wa Argentina & amp; nyingine ni nigger ya manyoya iliyopigwa
6318,3,1,2,0,1,"@elementjetson asante mint - heri ya kuzaliwa Mothafuggin pia, jembe !! & # 128155; & # 9994;"
6319,3,1,0,2,2,@elise_palmer im kuchukua mickey mickey
6320,3,0,3,0,1,@elise_palmer inasikika kama jasi kwangu - walikuwa wakifanya hivi kila wakati nilipoishi
6321,3,0,3,0,1,@elise_palmer wewe ni kudanganya kwenye mickey mickey! : O
6322,3,0,3,0,1,@ ellese97 utungo wako ni ghetto
6323,3,1,2,0,1,@elliottgianaris gook
6324,3,0,0,3,2,@emilysteers WASP MAYAI
6325,6,0,5,1,1,@ emmyhighr0ller @Cyberobama
6326,3,0,1,2,2,"unasikika kama mjanja wa kweli """
6327,3,0,0,3,2,@ emmysetter14 dayum saterlyt shoz un bayg ho-ul
6328,3,0,3,0,1,@englandlauren @ iain4harrison @oliviaboncic sprite * jembe
6329,3,1,2,0,1,@nyani nyani wajanja!
6330,3,0,3,0,1,@ennuitimes zaidi hoja hoja bubu! Haha
6331,3,0,3,0,1,@eonline @KimKardashian @kanyewest mr. na bi takataka
6332,3,0,3,0,1,@eonline anaonekana kama dyke halisi sasa
6333,3,0,3,0,1,@Equallydestruct bitch kwanza imekaa juu ya watoto wangu na pili ikiwa U ALIKUWA UNALIPA TAHADHARI UNAONA
6334,3,2,1,0,0,@Equallydestruct lmao usipigane nami haujui shule yangu ya punda ya ghetto nina shaka sana kwamba kwa kuwa sitoi tupu juu yake
6335,3,0,3,0,1,@ericxmorrison huwezi kuniondoa kwa urahisi
6336,3,0,3,0,1,@erinscafe Bu nafanya. Nachukia mpango huo. Na Yankees. Ikiwa nachukia Yankees kwa malipo yao lazima nichukie Dodgers.
6337,3,0,1,2,2,@erinscafe Ikiwa lazima nitazame baseball ninaenda kwa Mets kwa sababu Jon Stewart. Na kutomba Yankees.
6338,3,1,2,0,1,"@erinscafe Tunachukia Yankees ingawa, sivyo? Ninahisi kama ninafaa kuwachukia."
6339,3,0,3,0,1,@erinscafe Tunawachukia zaidi kuliko Wacowboys na Yankees.
6340,3,0,3,0,1,"@eruditetina @Orgleader Hei @RevJJackson kwanini haujihusishi na ""nyeusi kwenye hali nyeusi""? 'Sababu ya kuchukia nyeupe? B mwaminifu sasa # MikeBrown"
